comments,likes
"I’ve a question. 
I’m a junior in college currently, majoring in computer science, but I hate it. It feels too late to change major and my current college don’t have data analytics. Is it a good idea to just finish my bachelor and do a masters in data analytics? I did a 120 hours long data analytics course and really loved it.",5
Thank you so much Luke,4
Thanks alot.,0
I like the 10 hours a day part 😂,1
Thanks for this video. I'm trying to switch into Data Analytics as an Individual Contributor role and I'm from a different domain with lead experience. I don't have any actual Data Analytics work experience. Considering this will this certificate be useful for me?,0
"CORRECTION: Google is estimating the time commitment to be 10 hours per WEEK, NOT per DAY like I said in the video 🤦🏼‍♂️ 😂 Apparently I didn't have enough coffee before making this video.",3713
"I never comment but I had to do one on this.. top notch content as always, keep up with ur good work",26
This is awesome! Did you find the online courses easier than nuclear power school? I hear that’s a pretty hefty course load!,0
Thanks so much for the informative video! Though 10 hours per day for 6 months may stretch my time budget a bit ;) 1:51,1
"I wonder using between tableau and Python when it comes to visualize data. With tableau it takes only one second with drag and drop, while python takes much more time to code for visualization. So can u give more info pros and cons on each tool?",1
"Thanks for that, right on time ,was just looking at this course 👍",1
I totally agree with your conclusion. This course is great for someone who is looking to get into data analysis. This course looks to be too basic for someone who already some experience.,198
